invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,date,time,payment_method,rating
891-58-8335,D,San Diego,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53:00,Cash,6.5
802-43-8934,C,Los Angeles,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05:00,Credit card,8.3
560-30-5617,D,Chicago,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,8.5
319-74-2561,C,Phoenix,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55:00,Cash,5.5
549-03-9315,D,San Diego,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,8.7
790-29-1172,E,Los Angeles,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59:00,Credit card,7.9
239-36-3640,E,Philadelphia,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44:00,Ewallet,6.1
468-01-2051,C,Philadelphia,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,5.4
389-25-3394,D,San Jose,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06:00,Cash,9.4
279-62-1445,C,Philadelphia,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00,Cash,8.2
213-72-6612,E,Houston,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56:00,Cash,6.2
746-68-6593,D,Phoenix,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29:00,Credit card,9.7
836-82-5858,D,Dallas,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14:00,Ewallet,4
583-72-1480,C,San Jose,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24:00,Ewallet,9.7
466-61-5506,C,San Diego,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00,Cash,5.3
721-86-6247,C,Phoenix,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00,Ewallet,7.4
289-65-5721,D,San Antonio,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28:00,Cash,6.5
545-46-3100,C,Dallas,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,8.7
418-02-5978,D,Chicago,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00,Cash,8
269-04-5750,C,San Antonio,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,6.7
157-13-5295,E,Philadelphia,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,6.5
645-78-8093,D,Dallas,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,4.1
211-30-9270,E,Philadelphia,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,4.9
755-12-3214,C,Houston,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,8.6
346-84-3103,D,New York,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26:00,Cash,4.3
478-06-7835,D,New York,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,4.9
540-11-4336,C,Dallas,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49:00,Credit card,5.6
448-81-5016,C,New York,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00,Credit card,5.8
142-72-4741,C,New York,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37:00,Credit card,6
217-58-1179,D,Dallas,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00,Cash,4.2
376-02-8238,D,Chicago,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42:00,Credit card,8.3
530-90-9855,E,San Diego,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47:00,Cash,5.7
866-05-7563,E,San Diego,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,4.8
604-70-6476,C,Phoenix,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,6.8
799-71-1548,D,San Diego,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,8.8
785-13-7708,A,San Diego,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,4.2
845-51-0542,B,Dallas,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,6.4
662-47-5456,B,Dallas,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,8.4
883-17-4236,B,San Diego,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44:00,Credit card,7.2
290-68-2984,D,New York,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00,Cash,5.2
704-11-6354,B,New York,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,8.9
110-48-7033,B,Dallas,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12:00,Cash,9
366-93-0948,A,San Antonio,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00,Credit card,9.7
729-09-9681,A,Philadelphia,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00,Ewallet,8.7
151-16-1484,A,Chicago,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,6.5
380-94-4661,E,New York,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,6.9
850-41-9669,B,Phoenix,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,6.2
821-07-3596,A,Chicago,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,5.6
655-85-5130,E,San Diego,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,5.7
447-15-7839,B,Phoenix,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,4.2
154-74-7179,C,San Diego,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,7.9
253-12-6086,C,Phoenix,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00,Credit card,8.7
808-65-0703,C,Phoenix,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22:00,Credit card,6.9
571-94-0759,D,San Diego,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55:00,Cash,9.5
144-51-6085,E,Philadelphia,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,4.4
731-14-2199,D,Dallas,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,7
783-09-1637,B,Philadelphia,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,6.3
687-15-1097,B,Los Angeles,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17:00,Cash,9.7
126-54-1082,E,Dallas,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,8.8
633-91-1052,E,Dallas,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51:00,Cash,5.1
477-24-6490,B,New York,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,7.9
566-19-5475,E,San Diego,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,6.2
526-86-8552,D,Houston,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,7.1
376-56-3573,D,Philadelphia,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,6.4
537-72-0426,D,New York,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,5.7
828-61-5674,A,Philadelphia,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,9.6
136-08-6195,E,Houston,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01:00,Credit card,6.4
523-38-0215,B,Dallas,Normal,Male,Home and lifestyle,37,1,1.85,38.85,2019-03-06,13:29:00,Credit card,7.9
490-29-1201,C,Phoenix,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,6.5
667-92-0055,D,Chicago,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,8.5
565-17-3836,A,Phoenix,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,9.1
498-41-1961,B,Phoenix,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,7.6
593-95-4461,D,Dallas,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49:00,Cash,6.9
226-71-3580,E,Phoenix,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,9.5
283-79-9594,D,San Antonio,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,5.2
430-60-3493,E,Los Angeles,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38:00,Cash,4.2
139-20-0155,B,Houston,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,7
558-80-4082,A,Houston,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,6
278-97-7759,C,San Diego,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,4.7
316-68-6352,D,Houston,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,7.1
585-03-5943,C,Dallas,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,5.9
211-05-0490,D,New York,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42:00,Cash,7.5
727-75-6477,A,Los Angeles,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44:00,Cash,6.4
744-02-5987,C,San Diego,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,5.8
307-83-9164,B,New York,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,4.5
779-06-0012,C,San Antonio,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,7.7
446-47-6729,A,Phoenix,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09:00,Credit card,6.7
573-10-3877,E,Houston,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,4.7
735-06-4124,B,Phoenix,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,4.4
439-54-7422,E,San Jose,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,4.7
396-90-2219,C,Philadelphia,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00,Cash,8.6
411-77-0180,C,San Antonio,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,4.3
286-01-5402,C,Dallas,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,9.6
803-17-8013,A,Dallas,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09:00,Cash,4.1
512-98-1403,E,Philadelphia,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,4.7
848-42-2560,E,Phoenix,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,7.8
532-59-7201,D,Dallas,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04:00,Cash,5.5
181-94-6432,C,Houston,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,9.7
870-76-1733,D,San Antonio,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,4.4
423-64-4619,A,New York,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,5
227-07-4446,E,Houston,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,4.4
174-36-3675,D,Phoenix,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29:00,Cash,5.2
428-83-5800,C,New York,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,7.3
603-07-0961,D,Phoenix,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,4.9
704-20-4138,D,New York,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,8.1
787-15-1757,E,Phoenix,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,8.4
649-11-3678,E,San Jose,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,5.5
622-20-1945,E,New York,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08:00,Cash,8.4
372-94-8041,A,San Diego,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,9.8
563-91-7120,E,Philadelphia,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,6.7
746-54-5508,C,Philadelphia,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,9.4
276-54-0879,E,Chicago,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,6.4
815-11-1168,B,San Jose,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,5.4
719-76-3868,A,San Jose,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,8.6
730-61-8757,A,San Antonio,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00,Credit card,4
340-66-0321,E,San Antonio,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07:00,Cash,7.6
868-81-1752,E,San Jose,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48:00,Cash,6.8
634-97-8956,B,Phoenix,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27:00,Credit card,9.1
566-71-1091,A,San Antonio,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59:00,Cash,5.5
442-48-3607,B,San Diego,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00,Credit card,7.9
835-16-0096,E,New York,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48:00,Ewallet,8.5
527-09-6272,E,Chicago,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00,Credit card,9.1
898-04-2717,C,Chicago,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,7.5
692-27-8933,A,Chicago,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02:00,Cash,5.2
633-09-3463,E,Chicago,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,9.5
374-17-3652,A,Los Angeles,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26:00,Credit card,8.9
378-07-7001,D,San Jose,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23:00,Credit card,7.8
433-75-6987,C,Phoenix,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06:00,Ewallet,8.9
873-95-4984,D,Los Angeles,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21:00,Cash,7.7
416-13-5917,D,Dallas,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24:00,Ewallet,9.3
150-89-8043,B,Dallas,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04:00,Cash,6.2
135-84-8019,C,San Jose,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10:00,Ewallet,7.6
441-94-7118,C,Phoenix,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,7.3
725-96-3778,A,San Antonio,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00,Cash,4.7
531-80-1784,D,Los Angeles,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38:00,Cash,5.1
400-45-1220,C,San Jose,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00,Credit card,4.8
860-79-0874,D,Dallas,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53:00,Credit card,6.6
834-61-8124,B,San Jose,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,5.5
115-99-4379,E,San Diego,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,8.5
565-67-6697,C,Houston,Member,Male,Home and lifestyle,27,9,12.15,255.15,2019-03-02,14:16:00,Cash,4.8
320-49-6392,E,San Jose,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44:00,Cash,8.4
889-04-9723,A,Houston,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,7.8
632-90-0281,D,Dallas,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01:00,Credit card,9.3
554-42-2417,C,Philadelphia,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,5.2
453-63-6187,B,San Jose,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,6.5
578-80-7669,D,Chicago,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,5.6
612-36-5536,B,San Diego,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00,Credit card,7.4
605-72-4132,B,San Antonio,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12:00,Cash,9.1
471-41-2823,C,Los Angeles,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37:00,Ewallet,8
462-67-9126,C,Los Angeles,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,7.2
272-27-9238,D,Chicago,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23:00,Cash,7.1
834-25-9262,A,Philadelphia,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00,Cash,9.1
122-61-9553,D,Los Angeles,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,5.6
468-88-0009,B,Dallas,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,6
613-59-9758,B,Phoenix,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,5.4
254-31-0042,E,New York,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00,Credit card,7.8
201-86-2184,E,Dallas,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40:00,Cash,9.9
261-12-8671,A,Houston,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39:00,Credit card,4.9
730-70-9830,D,Phoenix,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,5.2
382-25-8917,C,Philadelphia,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,8.9
422-29-8786,E,San Jose,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,9.1
667-23-5919,B,Los Angeles,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,7
843-01-4703,D,Los Angeles,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50:00,Credit card,9.6
743-88-1662,E,Los Angeles,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,8.7
595-86-2894,E,San Jose,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20:00,Ewallet,9.4
182-69-8360,B,New York,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32:00,Credit card,4
289-15-7034,D,Los Angeles,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,7.5
462-78-5240,D,Chicago,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35:00,Cash,4.2
868-52-7573,B,Los Angeles,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,9.9
153-58-4872,C,Phoenix,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32:00,Ewallet,4.2
662-72-2873,D,New York,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,9.9
525-88-7307,A,San Jose,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19:00,Cash,5.8
689-16-9784,D,Chicago,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,6
725-56-0833,D,Phoenix,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,10
394-41-0748,C,Phoenix,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,Ewallet,9.5
596-42-3999,E,Dallas,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04:00,Credit card,6.6
541-89-9860,B,San Jose,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00,Cash,8.1
173-82-9529,D,Houston,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,9.7
563-36-9814,E,New York,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27:00,Ewallet,7.2
308-47-4913,C,Chicago,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00,Credit card,6.2
885-17-6250,D,Los Angeles,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00,Ewallet,7.3
726-27-2396,E,Chicago,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,Ewallet,4.3
316-01-3952,D,Los Angeles,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16:00,Ewallet,4.6
760-54-1821,D,Phoenix,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00,Cash,5.8
793-10-3222,B,Phoenix,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30:00,Credit card,8.3
346-12-3257,E,Chicago,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28:00,Cash,8
110-05-6330,D,San Jose,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,9.4
651-61-0874,D,Philadelphia,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04:00,Credit card,6.2
236-86-3015,C,Dallas,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38:00,Ewallet,9.8
831-64-0259,B,San Antonio,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00,Ewallet,9.6
587-03-7455,D,San Antonio,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30:00,Ewallet,4.9
882-40-4577,E,San Antonio,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28:00,Credit card,8
732-67-5346,E,Chicago,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07:00,Credit card,7.8
725-32-9708,B,Houston,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01:00,Cash,4.1
256-08-8343,E,Philadelphia,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48:00,Ewallet,5.5
372-26-1506,E,Chicago,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24:00,Ewallet,5.4
244-08-0162,D,San Diego,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00:00,Cash,5.1
569-71-4390,B,Philadelphia,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29:00,Ewallet,6.9
132-23-6451,C,Los Angeles,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21:00,Cash,7.8
696-90-2548,C,San Jose,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55:00,Ewallet,6.6
472-15-9636,B,Houston,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36:00,Ewallet,9.2
268-03-6164,C,Houston,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28:00,Ewallet,7.8
750-57-9686,D,San Jose,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48:00,Credit card,8.7
186-09-3669,D,Philadelphia,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57:00,Ewallet,9.2
848-07-1692,B,Phoenix,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13:00,Ewallet,8.3
745-71-3520,D,San Diego,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23:00,Cash,8.2
266-76-6436,B,San Jose,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57:00,Ewallet,7.5
740-22-2500,B,Chicago,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29:00,Cash,9.8
271-88-8734,E,Philadelphia,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00:00,Credit card,8.7
301-81-8610,B,Phoenix,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42:00,Credit card,6.7
489-64-4354,E,San Antonio,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36:00,Cash,5
198-84-7132,E,San Jose,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40:00,Cash,7
269-10-8440,C,Dallas,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01:00,Cash,8.9
650-98-6268,D,San Diego,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53:00,Credit card,8
741-73-3559,B,New York,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27:00,Cash,6.9
